"id","prozessart","ikw","bundesland","ezg","ereignis_jahr","ereignis_monat","ereignis_Tag","punkt_x","punkt_y","WLK_ID"
1625,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Lärchenbach",1983,NA,NA,422572,411705,"103056"
1626,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Lärchenbach",1987,NA,NA,422572,411705,"103056"
1627,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Lärchenbach",1990,NA,NA,422572,411705,"103056"
1628,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Lärchenbach",1992,NA,NA,422572,411705,"103056"
1642,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Kroissengraben",1991,NA,NA,422730,422628,"102962"
1665,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Hängriesengraben",1980,NA,NA,428969,430548,"103011"
1667,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Schobersteingraben",1980,NA,NA,428908,430334,"103010"
1700,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Langbathbach",1991,7,31,428850,437640,"102982"
1724,"Murgang",NA,"Oberösterreich","Gschliefgraben",1987,NA,NA,436961,442925,"102967"
1736,"Murgang",NA,"Oberösterreich","Steingraben",1987,NA,NA,436042,444931,"102970"
1745,"Murartiger Feststofftransport",NA,"Oberösterreich","Steingraben",1987,NA,NA,435387,444936,"102970"
1747,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Wasserloser Bach",1987,9,5,437420,446204,"102947"
1769,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Brenntbach",2002,NA,NA,448172,437090,"102939"
1770,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Brenntbach",2005,NA,NA,448172,437090,"102939"
1775,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Fürst im Reutl-Bach",2002,NA,NA,446780,438343,"102940"
1776,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Fürst im Reutl-Bach",2005,NA,NA,446780,438343,"102940"
1778,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Grünaubach",2002,8,NA,450222,438310,"102944"
1779,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Grünaubach",2002,8,12,454244,439543,"102944"
1780,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Grünaubach",2005,NA,NA,454117,438377,"102944"
1781,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Grünaubach",2002,8,12,450285,439653,"102944"
1792,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Grünaubach",2002,NA,NA,447724,440326,"102944"
1793,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Grünaubach",2005,NA,NA,447724,440326,"102944"
1794,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Grünaubach",2002,NA,NA,448835,439999,"102944"
1795,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Grünaubach",2005,NA,NA,448835,439999,"102944"
1796,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Grünaubach",2002,NA,NA,449877,439952,"102944"
1797,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Grünaubach",2005,NA,NA,449877,439952,"102944"
1798,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Grünaubach",2002,NA,NA,451170,437714,"102944"
1799,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Grünaubach",2005,NA,NA,451170,437714,"102944"
1800,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Grünaubach",2006,8,7,451170,437714,"102944"
1801,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Grünaubach",2002,NA,NA,448888,439448,"102944"
1802,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Grünaubach",2005,NA,NA,448888,439448,"102944"
1821,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Kasbergbach",2002,NA,NA,447617,439053,"102942"
1822,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Kasbergbach",2006,NA,NA,447617,439053,"102942"
1825,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Aagbach",1980,NA,NA,445351,424920,"102934"
1830,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Plackergraben",2002,NA,NA,446346,442442,"102945"
1832,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Reifgraben",2002,NA,NA,445098,439668,"102927"
2547,"Fluviatiler Feststofftransport","Mittel","Steiermark","Augstbach",1993,NA,NA,430962,417325,"104981"
2549,"Fluviatiler Feststofftransport","Mittel","Steiermark","Augstbach",2006,NA,NA,430962,417325,"104981"
2659,"Murgang","Mittel","Steiermark","Kirggraben",1981,8,3,461871,396416,"104691"
2863,"Murgang","Stark","Steiermark","Gabersbergergrabenbach",1991,NA,NA,483658,410352,"107304"
1833,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Reifgraben",2005,NA,NA,445098,439668,"102927"
1837,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Straneckbach",2002,NA,NA,448988,430316,"102935"
1845,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Wallibach",2002,NA,NA,448508,432474,"102936"
1846,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Wasenbach",2002,NA,NA,447170,435720,"102938"
1850,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Webermanngraben",2002,7,12,447711,439363,"102943"
1851,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Webermanngraben",2005,NA,NA,447711,439363,"102943"
1856,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Bergbauernbach",1987,9,5,439147,447823,"102924"
1860,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Orthnerbach",2003,NA,NA,439651,447276,"102923"
1897,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Dietlbach",1986,NA,NA,408385,428713,"102854"
1902,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Runsen in Windhag",1996,3,13,415744,424287,"102845"
1951,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Dambach",2002,8,12,478270,424854,"103136"
1953,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Groißenbach",2002,8,12,468479,449652,"103146"
1954,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Harbach",2002,8,12,468249,452412,"103181"
1961,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Rinnerbergerbach",2002,8,12,465386,446701,"103421"
1962,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Steyrleithenbach",2002,8,12,466422,448557,"103145"
1965,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Tiefenbach",2002,8,12,466352,449998,"103134"
1966,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Eselbach",1997,9,4,465204,424801,"103305"
1967,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Eselbach",2002,8,12,465204,424801,"103305"
1969,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Huemergraben",2002,8,12,460327,422703,"103417"
1978,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Loigisbach",1997,9,4,464556,423312,"103304"
1979,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Loigisbach",2002,8,12,464556,423312,"103304"
1992,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Steyr-OL",2002,8,12,459017,420375,"103419"
2007,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Steyr-OL",2000,9,16,459960,418995,"103419"
2008,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Steyr-OL",2003,7,31,459960,418995,"103419"
2009,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Steyr-OL",2002,8,12,459960,418995,"103419"
2010,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Steyr-OL",2002,6,21,459960,418995,"103419"
2013,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Stögerbach",2002,8,12,459794,423669,"103416"
2020,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Fischbach",1991,NA,NA,456154,446589,"103406"
2031,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Inzlingbach",2000,8,3,454633,447484,"103407"
2032,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Inzlingbach",2002,8,12,454633,447484,"103407"
2045,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Grenzgraben",1991,NA,NA,459354,445927,"103396"
2067,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Kniewasserbach",2002,8,12,462246,430796,"103391"
2068,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Piesslinggraben",2002,8,12,460786,437395,"103395"
2069,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Schlossgräben",2002,8,12,461160,436429,"103394"
2293,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Gaflenzbach",1991,7,31,500505,442195,"103284"
2298,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Dambach",2002,8,11,481923,454196,"103283"
2299,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Dambach",2000,8,6,481923,454196,"103283"
2303,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Fischerbach",2002,8,11,476618,460622,"103114"
2308,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Mühlbach",2002,8,11,479084,452982,"103281"
2309,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Garstenerbach",2002,8,11,477371,455990,"103115"
2312,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Hornbachgraben",2002,8,12,495586,445083,"103264"
2313,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Innbach",2002,8,12,496113,443570,"103275"
2319,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Lumplgraben",2002,8,12,490187,441219,"103273"
2320,"Murartiger Feststofftransport","Stark","Oberösterreich","Lumplgraben",2002,8,12,490718,442454,"103273"
2325,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Neustiftbach",2002,8,12,493395,447038,"103265"
2328,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Oberplaissabach",2002,8,12,492507,441557,"103272"
2330,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Pechgraben",2002,8,12,489997,447664,"103277"
2339,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Rodelsbach",2002,8,12,488923,442706,"103274"
2345,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Stiedelsbach",2002,8,12,484403,448085,"103261"
2351,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Laussabach",2000,8,6,482585,451450,"103262"
2352,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Laussabach",2000,8,6,482814,450960,"103262"
2356,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Laussabach",2005,5,23,483283,450880,"103262"
2383,"Murgang",NA,"Oberösterreich","Kainsnerrunsen",1991,5,18,482791,445439,"103232"
2392,"Murgang","Stark","Oberösterreich","Reichramingbach",1988,12,26,482666,443210,"103248"
2395,"Fluviatiler Feststofftransport","Gering","Oberösterreich","Rohrbachgraben",1980,NA,NA,481952,444394,"103235"
2399,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Rohrbachgraben",2002,8,12,481952,444394,"103235"
2403,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Trockengraben",2002,8,12,485429,445474,"103242"
2406,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Freisingbach",2002,8,12,481297,458266,"103202"
2407,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Brunnreithgraben",2002,NA,NA,485054,458205,"103204"
2408,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Hagengraben",2002,8,11,484105,458510,"103205"
2409,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Kohlergraben",2002,8,11,487112,455043,"103158"
2411,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Rahofergraben",1985,7,16,481637,458730,"103424"
2412,"Fluviatiler Feststofftransport","Gering","Oberösterreich","Rahofergraben",2002,8,11,481637,458730,"103424"
2414,"Fluviatiler Feststofftransport","Gering","Oberösterreich","Fürstengraben",2000,8,6,486313,456917,"103198"
2415,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Kohlergraben",2000,8,6,487112,455043,"103158"
2418,"Fluviatiler Feststofftransport",NA,"Oberösterreich","Wildgraben",1983,7,5,482020,457117,"103200"
2419,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Wildgraben",2002,8,11,482020,457117,"103200"
2420,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Bäckengraben",2002,8,11,474320,450327,"103186"
2423,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Dambach",2002,8,12,474517,452491,"103293"
2424,"Murgang","Stark","Oberösterreich","Fürstgraben West",2002,NA,NA,478831,447738,"103184"
2429,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Paukengraben",2002,8,11,477906,451245,"103195"
2434,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Trattenbach",2002,8,11,474672,447120,"103188"
2435,"Fluviatiler Feststofftransport","Mittel","Oberösterreich","Teufelsbach",2002,8,12,469395,454934,"103182"
2439,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Gaflenzbach",2002,8,12,500505,442195,"103284"
2440,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Gaflenzbach",2002,8,12,501830,437659,"103284"
2444,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Hammergraben",2002,8,12,495732,435158,"103101"
2446,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Inselsbach",2002,8,12,494738,438834,"103175"
2452,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Laussabach",2002,8,12,490535,424615,"103359"
2453,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Laussabach",2002,8,12,490535,424615,"103359"
2454,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Modlbauerngraben",2002,8,12,498513,428832,"103164"
2459,"Fluviatiler Feststofftransport","Extrem","Oberösterreich","Reichramingbach",2002,8,12,485744,434701,"103248"
2460,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Schrabach",2002,8,12,499157,436303,"103171"
2462,"Fluviatiler Feststofftransport","Stark","Oberösterreich","Vogenauergraben",2002,8,12,498880,435135,"103169"
2478,"Fluviatiler Feststofftransport","Mittel","Steiermark","Schüttgraben",2005,7,30,489388,408984,"107343"
2479,"Fluviatiler Feststofftransport","Mittel","Steiermark","Geißenbach",2005,7,30,490120,409499,"107338"
2480,"Fluviatiler Feststofftransport","Gering","Steiermark","Schmiedbach",2005,7,30,487998,408815,"107367"
2484,"Fluviatiler Feststofftransport","Mittel","Steiermark","Johnsbach",2005,7,30,493278,407459,"106573"
2485,"Murartiger Feststofftransport","Gering","Steiermark","Johnsbach",2005,7,30,493640,406711,"106573"
2491,"Fluviatiler Feststofftransport","Mittel","Steiermark","Finstergraben",2005,7,30,495937,409403,"107376"
2492,"Fluviatiler Feststofftransport","Mittel","Steiermark","Schneiderwartgraben",2005,7,30,497338,409537,"107341"
2493,"Murgang","Mittel","Steiermark","Planspitzgraben",2005,7,30,498523,410089,"107330"
2494,"Fluviatiler Feststofftransport","Stark","Steiermark","Tamischbach",2005,7,30,502931,417771,"105558"
2499,"Murgang",NA,"Steiermark","Lichtmessbach",1991,NA,NA,484237,405596,"107351"
2501,"Murgang","Stark","Steiermark","Edelgraben",1987,7,3,479266,407747,"107401"
2531,"Murgang","Mittel","Steiermark","Ritzmannsdorferbach",1980,8,5,462458,402214,"104535"
2532,"Fluviatiler Feststofftransport",NA,"Steiermark","Aicherbach im OL Wassergraben",1980,NA,NA,462435,403274,"104493"
2533,"Fluviatiler Feststofftransport",NA,"Steiermark","Aicherbach im OL Wassergraben",1983,NA,NA,462435,403274,"104493"
2553,"Fluviatiler Feststofftransport",NA,"Steiermark","Eßlingbach",2006,8,7,501747,424362,"107211"
2568,"Fluviatiler Feststofftransport","Mittel","Steiermark","Frenzbach",2002,8,11,501189,428812,"103163"
2590,"Fluviatiler Feststofftransport",NA,"Steiermark","Hürschbach",1985,NA,NA,433819,413582,"106435"
2592,"Fluviatiler Feststofftransport","Mittel","Steiermark","Augraben",2006,8,NA,435992,412983,"106697"
2593,"Fluviatiler Feststofftransport","Mittel","Steiermark","Heindlgraben",2005,4,17,435149,412705,"106703"
2601,"Fluviatiler Feststofftransport",NA,"Steiermark","Zauchenbach",1997,7,6,446985,407048,"106820"
2602,"Fluviatiler Feststofftransport",NA,"Steiermark","Zauchenbach",1991,12,NA,446985,407048,"106820"
2603,"Murgang",NA,"Steiermark","Bauerngraben",1999,NA,NA,442320,407898,"107284"
2613,"Fluviatiler Feststofftransport",NA,"Steiermark","Obersdorferbach",1997,7,8,441801,408089,"107280"
2616,"Fluviatiler Feststofftransport","Mittel","Steiermark","Rödschitzbach",1987,NA,NA,443477,409761,"106775"
2617,"Murgang","Mittel","Steiermark","Rödschitzbach",1992,8,3,443477,409761,"106775"
2623,"Fluviatiler Feststofftransport",NA,"Steiermark","Salzabach",1997,7,6,447453,413172,"106191"
2673,"Fluviatiler Feststofftransport","Mittel","Steiermark","Höferrunse",1985,NA,NA,461061,395889,"104773"
2677,"Murgang","Mittel","Steiermark","Ewisgraben",2005,7,NA,459883,398672,"104640"
2683,"Murgang","Mittel","Steiermark","Kirggraben",2008,7,2,461871,396416,"104691"
2701,"Fluviatiler Feststofftransport","Mittel","Steiermark","Donnersbach",1981,8,3,457265,387573,"104873"
2702,"Murgang","Mittel","Steiermark","Donnersbach",1982,8,NA,458986,388687,"104873"
2703,"Fluviatiler Feststofftransport","Mittel","Steiermark","Donnersbach",1989,7,10,461534,385972,"104873"
2704,"Fluviatiler Feststofftransport","Mittel","Steiermark","Donnersbach",1996,10,21,458986,388687,"104873"
2705,"Fluviatiler Feststofftransport","Mittel","Steiermark","Donnersbach",1998,6,26,457265,387573,"104873"
2706,"Murgang","Stark","Steiermark","Donnersbach",1998,6,26,459203,385364,"104873"
2710,"Fluviatiler Feststofftransport",NA,"Steiermark","Donnersbach",2008,6,30,461534,385972,"104873"
2711,"Fluviatiler Feststofftransport","Stark","Steiermark","Donnersbach",2008,7,20,457265,387573,"104873"
2712,"Fluviatiler Feststofftransport",NA,"Steiermark","Donnersbach",2008,7,20,464513,382205,"104873"
2719,"Murgang","Mittel","Steiermark","Donnersbach",1998,6,26,458629,386385,"104873"
2723,"Fluviatiler Feststofftransport","Mittel","Steiermark","Donnersbach",1998,6,26,461399,389591,"104873"
2726,"Fluviatiler Feststofftransport",NA,"Steiermark","Brandschinkbach",1990,NA,NA,494282,399756,"104617"
2730,"Murgang","Mittel","Steiermark","Flitzenbach",1991,NA,NA,489782,401016,"107490"
